task,seed,split,trial,label,amplitude,noise_seed
order,202,test,18,0,0.5599963913587881,2796082673697316342
order,202,test,19,1,0.7563494405305522,6806741358527178479
order,202,test,20,0,0.5875495922107166,1566973066938477329
order,202,test,21,1,0.7440317503591813,6592002098514455667
order,202,test,22,0,0.8267197287383645,3344346483835500871
order,202,test,23,0,0.7784935262410813,80836234464189346
order,202,test,24,0,0.8297722540231812,4318491308042119289
order,202,test,25,0,0.9008711468513197,8224450268075001639
order,202,test,26,1,0.7471215628578756,5766453551973392260
order,202,test,27,0,0.7077419546193161,8568354532201624301
order,202,test,28,0,0.5706184286754267,1920189486795364374
order,202,test,29,0,0.611781635869085,1258493578934134538
order,202,test,30,0,0.9351914412052522,6685752475169545255
order,202,test,31,0,0.920220796672216,71151922471362392
order,202,test,32,1,0.6988624919806254,4565923246654457629
order,202,test,33,0,0.697663000170711,7932870527904448950
order,202,test,34,1,0.6725511321638454,5008513820750475688
order,202,test,35,1,0.8634676709266469,6523711162773062569
order,202,test,36,0,0.7374595685973258,4595322185893235534
order,202,test,37,1,0.616643196231029,2093227365689643100
order,202,test,38,0,0.7319034542993088,6451507650833208500
order,202,test,39,1,0.7622319328659399,7291820717316526354
order,202,test,40,0,0.7412769138241027,6155848969017121001
order,202,test,41,0,0.8931699451636308,9210934495284456919
order,202,test,42,1,0.7565945470176104,7039252309724424630
order,202,test,43,0,0.5590764805943572,3152306644810774711
order,202,test,44,1,0.7105364397437405,5381698528599411793
order,202,test,45,1,0.6849505317193855,9021347195892356799
order,202,test,46,1,0.6709946693557594,906706372290898896
order,202,test,47,1,0.6204761482186402,1533206157844244383
order,202,test,48,0,0.889372270014517,3556545009415020713
order,202,test,49,1,0.5756709809325997,2612725749779760151
order,202,test,50,0,0.6156113899878078,540480788650328121
order,202,test,51,1,0.6350046176217988,5939949405226316257
order,202,test,52,1,0.6938608140410905,1261652471887016464
order,202,test,53,1,0.8178961441212802,3136276289590522406
order,202,test,54,1,0.7606531005810857,5895412696824353675
order,202,test,55,0,0.8533009631779189,8947967483714960461
order,202,test,56,1,0.7460431428048433,925895666317829223
order,202,test,57,1,0.5982407180958119,2925663105335000126
order,202,test,58,0,0.701898587851578,4122195443368340647
order,202,test,59,0,0.7204000848324119,6860609832375265223
side,303,train,0,1,0.7086182989356771,759561065155341092
side,303,train,1,0,0.6209160127558783,6243770142343387788
side,303,train,2,0,0.6500778731274292,6296876674747232365
side,303,train,3,1,0.7035444159633492,5251414188510153227
side,303,train,4,0,0.7045582116456414,8055551199391738154
side,303,train,5,0,0.7961389714938256,3582735918589840916
side,303,train,6,1,0.7596642034205634,7590187009977540611
side,303,train,7,0,0.6177056341207405,5289884082901670679
side,303,train,8,0,0.852215003782395,6527131272580075007
side,303,train,9,1,0.6540253414089321,2601830006998368835
side,303,train,10,1,0.5838463934527748,1064872013136900822
side,303,train,11,1,0.8107417337006282,8584573401527845639
side,303,train,12,1,0.6780617802957041,4329810704994037874
side,303,train,13,0,0.6247274119061911,7684679752877243114
side,303,train,14,0,0.8266881007294398,5582165242696846055
side,303,train,15,1,0.6705878617116122,3596270010623188774
side,303,train,16,1,0.6541405719229674,3045953181627908647
side,303,train,17,1,0.9136670970691371,8006359677321197122
side,303,train,18,1,0.6844289008903458,6242702598090541734
side,303,train,19,1,0.8237851792503241,5615247384289494341
side,303,train,20,0,0.6524890181047538,7516587968983149391
side,303,train,21,1,0.7256070521965264,2570167115691277623
side,303,train,22,0,0.572527690808183,1978425637905874493
side,303,train,23,0,0.6425624747010338,4149542211843697634
side,303,train,24,1,0.6833621306657086,2828792231194363322
side,303,train,25,0,0.6060696593935685,3217795419780552585
side,303,train,26,1,0.5795808182129127,7021913008848607037
side,303,train,27,1,0.6512805562382361,3428014072753226810
side,303,train,28,0,0.6264951384056594,4759012994622940704
side,303,train,29,1,0.7471257908996917,5655532121601824750
side,303,train,30,0,0.9143450079552946,5117428757891534398
side,303,train,31,0,0.6422926829127421,4061298789984126737
side,303,train,32,1,0.7489596485889226,1461297744099419578
side,303,train,33,1,0.7333465835936044,171174327362533958
side,303,train,34,1,0.6292349348093084,1063922701525556841
side,303,train,35,1,0.6778228938741286,3658087164236311164
side,303,train,36,1,0.6177378556907426,971116975662453804
side,303,train,37,0,0.6367191723406243,7217069537554208427
side,303,train,38,1,0.7145378264678972,4226306367137422985
side,303,train,39,0,0.8233903301934564,1679805388896946691
side,303,train,40,0,0.7380315649147153,5482431428227727988
side,303,train,41,0,0.6956220903584492,173567776820555566
side,303,train,42,0,0.7717993049297188,3692766323611612252
side,303,train,43,1,0.8980751482879576,6110277318117135729
side,303,train,44,0,0.6764457343319826,1048821882624586783
side,303,train,45,0,0.8860959814499481,4834010510586122824
side,303,train,46,1,0.6554520593246523,1061043171056862805
side,303,train,47,1,0.5880582479041749,7880178641526324534
side,303,train,48,1,0.6878579478740956,2921248652144583014
side,303,train,49,0,0.8807075593461671,2351598426600295286
side,303,train,50,1,0.5762740877671438,156353406802224309
side,303,train,51,0,0.8323016028166397,2273119143995449031
side,303,train,52,0,0.9382334291199648,4656953829818082084
side,303,train,53,0,0.6122616163877307,6998264515431394782
side,303,train,54,1,0.7644508485279314,7881181496320990558
side,303,train,55,1,0.8862902271981781,5564169445677780974
side,303,train,56,0,0.7990537432500905,8519671889755832532
side,303,train,57,0,0.9148125514596173,8882410208120282003
side,303,train,58,0,0.5618971344102137,7868540287124136789
side,303,train,59,0,0.6209507916587104,8380549126261104219
side,303,validation,0,1,0.8615695178141475,5323465881327280161
side,303,validation,1,1,0.8827577807246851,7693802651200054463
side,303,validation,2,0,0.7758989381396627,5866753052493762255
side,303,validation,3,0,0.5597866703474301,6258538658036916279
side,303,validation,4,0,0.5599595530442323,321339539698416727
side,303,validation,5,0,0.9146031787149792,5045362966273261484
side,303,validation,6,1,0.5714074086195345,5370570077450759708
side,303,validation,7,1,0.7764659435389245,3276183018573203173
side,303,validation,8,1,0.7678746536914629,6454032946776995678
side,303,validation,9,0,0.6655018322414991,5261988825227392546
side,303,validation,10,1,0.7483770546496757,4160403548130868101
side,303,validation,11,1,0.8363957725205047,3186537663564110472
side,303,validation,12,1,0.8868682338787276,7881175506222923930
side,303,validation,13,0,0.6727203409159996,3694740457183785937
side,303,validation,14,0,0.9236885455483123,6123165012069321434
side,303,validation,15,0,0.7140496104836871,815632240429785355
side,303,validation,16,1,0.9339044078109033,5262119252746355118
side,303,validation,17,0,0.826578728740356,6131898840003894105
side,303,validation,18,0,0.7015782518905231,1210801671422384489
side,303,validation,19,1,0.7279771145209368,1320342743262735570
side,303,test,0,1,0.9014448307781752,7376181244990967648
side,303,test,1,0,0.6976422752510884,4916834659521421121
side,303,test,2,0,0.6362746536399393,9143827198848629808
side,303,test,3,1,0.9064721140502573,5391389170208016653
side,303,test,4,0,0.7506954218298146,6473643605337108461
side,303,test,5,1,0.9452374531559345,7415202969096581721
side,303,test,6,1,0.7747369123567751,8367446911820860537
side,303,test,7,0,0.6631838625655057,5883528259446993824
side,303,test,8,1,0.9098949093514848,819474940034411218
side,303,test,9,0,0.7985957806994448,6557169424140453935
side,303,test,10,0,0.9147865444967824,5162110726283197773
side,303,test,11,0,0.5540156025082815,1533973452377217359
side,303,test,12,1,0.8309627621202385,6774544433821333589
side,303,test,13,0,0.6008478377747755,1311963237846505016
side,303,test,14,1,0.5650202838483884,8226441119703052075
side,303,test,15,1,0.6299083213003729,1225396195413828056
side,303,test,16,1,0.8643484598651721,6816684374081921083
side,303,test,17,0,0.8469969390582137,2080085401020863812
side,303,test,18,0,0.7244748720951318,5369981206914605888
side,303,test,19,0,0.8079081413151761,2656197522284637125
side,303,test,20,1,0.7583474404095961,5941524159407648999
side,303,test,21,1,0.6000224755541284,597855968499862175
side,303,test,22,0,0.7121269470360595,1298729732873848383
side,303,test,23,0,0.5618292450472477,6611738781865338650
side,303,test,24,1,0.5658060064212159,7544901054822267099
side,303,test,25,0,0.837525766726798,4736321401211691775
side,303,test,26,1,0.7599429928656606,8812662271203456816
side,303,test,27,0,0.8372836935004173,53591055976989253
side,303,test,28,0,0.7495169810649812,1438874963219528239
side,303,test,29,0,0.7200878228925559,6850927218128272531
side,303,test,30,1,0.7868389744695954,4961118249847778047
side,303,test,31,0,0.8778898553064352,835432156484946520
side,303,test,32,1,0.590740554112011,3078907807105405300
side,303,test,33,0,0.7915518913733858,2953781964073908334
side,303,test,34,1,0.9194029220161262,5033681911931290465
side,303,test,35,0,0.9168084840152718,4408566565253332379
side,303,test,36,1,0.6890922219753097,8102820582729362880
side,303,test,37,1,0.9082321073245843,2732093700557937780
side,303,test,38,0,0.8428780108722396,6595648973491316730
side,303,test,39,1,0.6709839872030363,3566380623253465197
side,303,test,40,0,0.7923136469000834,4885214640054722624
side,303,test,41,1,0.7570765004581731,3508263888535004656
side,303,test,42,1,0.9374194786045609,8096082682534893322
side,303,test,43,1,0.7161051631018842,7870000640156849234
side,303,test,44,0,0.6986120516405225,6834076666094351153
side,303,test,45,0,0.6673630111427941,4938871162324446036
side,303,test,46,0,0.8473974985949733,2656499778378042367
side,303,test,47,0,0.7799087756752205,5597979783532446109
side,303,test,48,1,0.8043052482724935,754524763094558054
side,303,test,49,1,0.6833293665741323,1681280246408612535
side,303,test,50,1,0.6834025156543915,2615421757781394010
side,303,test,51,1,0.5870533295105322,4912730924924482004
side,303,test,52,1,0.5546597282764452,8570836801724076615
side,303,test,53,0,0.6189131180410048,7459317618187800732
side,303,test,54,0,0.8788602358151547,6968532943331831746
side,303,test,55,0,0.8488492934449428,6223914689262890022
side,303,test,56,1,0.6797959345575527,3454273382346865307
side,303,test,57,1,0.8279259660109453,5809541908563833093
side,303,test,58,1,0.7898407871188371,4361499740423515738
side,303,test,59,0,0.7483121747026165,2726268199854601215
order,303,train,0,1,0.7769667972931006,2349437717289888838
order,303,train,1,0,0.6692653874074818,8689733678523574369
order,303,train,2,1,0.8566463648333517,2915654896875729376
order,303,train,3,1,0.8082660412253244,3564113834282706263
order,303,train,4,0,0.6129911667165873,4049326528681779729
order,303,train,5,0,0.7015863140067558,5765209583735472315
order,303,train,6,0,0.7379430141731584,3868736336953162240
order,303,train,7,1,0.783926225383347,5627054421647680699
order,303,train,8,1,0.895110511418424,411938216648812745
order,303,train,9,1,0.5733008294129769,7145827942439263927
order,303,train,10,1,0.6024777995490167,4091321725923760290
order,303,train,11,1,0.7082758940192521,2817612687202291590
order,303,train,12,0,0.5906581638122044,7307987576764939642
order,303,train,13,0,0.5719072133986416,284029677979195313
order,303,train,14,0,0.8625579642451582,7796127610605628318
order,303,train,15,0,0.8212559687685193,2602302681852738299
order,303,train,16,0,0.8378521190932087,8200059242119205450
order,303,train,17,1,0.6953289231568301,8810151686914331683
order,303,train,18,1,0.7486871283236713,5224974535220452704
order,303,train,19,1,0.9189077759600126,1393266435088382854
order,303,train,20,1,0.6388681508230346,1382149782692894486
order,303,train,21,0,0.7054854753461447,8172982196897649643
order,303,train,22,1,0.7715281260601617,4913119513173005153
order,303,train,23,0,0.6981987492214831,6926604709320852520
order,303,train,24,1,0.924988779996454,6002487508314241213
order,303,train,25,0,0.5852833283066431,8937722318661130178
order,303,train,26,1,0.8738750200086196,5266409243728475108
order,303,train,27,1,0.8223589196013752,6439363608729951789
order,303,train,28,1,0.8097075052856578,959471680715402881
order,303,train,29,1,0.8502112750304239,6877201899932338695
order,303,train,30,0,0.599295553937657,3209517742472074166
order,303,train,31,0,0.8398630851731039,8586238886683654229
order,303,train,32,0,0.9228410644929008,6734136108406138583
order,303,train,33,0,0.915270690044113,4896426415337366958
order,303,train,34,1,0.8430191549690249,4034995670352073531
order,303,train,35,1,0.6935644134032695,2627256179180427692
order,303,train,36,0,0.7199920219585181,2381807127119622039
order,303,train,37,1,0.7505748866649022,7688386489702678122
order,303,train,38,0,0.6210222778411358,7564153507683613461
order,303,train,39,1,0.6752876966291786,8636964320418777762
order,303,train,40,0,0.9282222268254605,5899121698391741102
order,303,train,41,0,0.731993850238145,247944908844861883
order,303,train,42,0,0.6283814465384184,7701802864803686233
order,303,train,43,0,0.7218291946586166,1977131985743872130
order,303,train,44,1,0.9373610097840415,6978639900045439025
order,303,train,45,1,0.8359221481355787,60689743129881047
order,303,train,46,0,0.7968619937219797,2525987935474627657
order,303,train,47,0,0.5502436140587144,8569607862420893636
order,303,train,48,1,0.6165462945208859,7600650801375767602
order,303,train,49,0,0.9154733003415387,4867216981058802494
order,303,train,50,1,0.6220710539606096,4741591831783132432
order,303,train,51,1,0.7667560011239662,3317048317584091629
order,303,train,52,0,0.5885172081522556,6497823323617646812
order,303,train,53,1,0.8680988332789125,5986716840418234022
order,303,train,54,1,0.7482320185081092,625044769300273675
order,303,train,55,1,0.8718314499640611,5240188739407543618
order,303,train,56,0,0.6109500241892792,3820806439457290726
order,303,train,57,0,0.6082342704123233,1258615368099821743
order,303,train,58,0,0.9332476753016148,8705441583480128767
order,303,train,59,0,0.5567614426569523,2191957245059210310
order,303,validation,0,1,0.6263650640332685,5417072991461223871
order,303,validation,1,1,0.9020746280186938,7807057437924994551
order,303,validation,2,1,0.8672548666203521,4701871363480267604
order,303,validation,3,0,0.8799739355325282,7455931969022977490
order,303,validation,4,1,0.6770729902106052,5996309027148376904
order,303,validation,5,0,0.6156795759813294,6404513246495803444
order,303,validation,6,1,0.9211273617331072,8446106440758144691
order,303,validation,7,0,0.9430029077176044,2096593872627739268
order,303,validation,8,0,0.731691213092537,5547228983183564083
order,303,validation,9,1,0.5709883710035017,7985103445221609273
order,303,validation,10,1,0.8686764835787922,2392306026477282466
order,303,validation,11,1,0.6514344050241759,1628065414416065200
order,303,validation,12,1,0.7669364223317606,5972398698954836591
order,303,validation,13,0,0.8548804946305071,7280752022668211007
order,303,validation,14,0,0.7359145964928363,5882936523014239189
order,303,validation,15,0,0.6695827455303376,6583700773054515237
order,303,validation,16,0,0.6488521490903555,6406360090374910579
order,303,validation,17,0,0.7779240848770791,427768880760949785
order,303,validation,18,0,0.6921694013057105,4624335406119779986
order,303,validation,19,1,0.9355412769784932,7878392291738542428
order,303,test,0,0,0.7741408750281703,6074521024769155074
order,303,test,1,1,0.7343353665069513,8439900475445271064
order,303,test,2,0,0.7579098442375344,660614666254075037
order,303,test,3,1,0.7175634112220212,4245936623816540160
order,303,test,4,1,0.8827657826324231,3762516997195483142
order,303,test,5,0,0.7365585403373297,2252113332425952541
order,303,test,6,0,0.8680978476005603,4804298622084791442
order,303,test,7,1,0.8828685583942149,453503110771077855
order,303,test,8,0,0.5584155026479054,451342515459364002
order,303,test,9,1,0.6052315819009177,4529705652142633998
order,303,test,10,1,0.8813041507136735,3680295452410926336
order,303,test,11,0,0.9194394414246825,2835308662004401777
order,303,test,12,0,0.8556468082871742,1425951649987330053
order,303,test,13,1,0.8935646523421485,7237833885893755450
order,303,test,14,1,0.8015430339284864,81441304253360999
order,303,test,15,1,0.7451857195514787,101714757725357041
order,303,test,16,0,0.8729521246937607,7932406532400084930
order,303,test,17,1,0.9347765156413925,3157328311146952238
order,303,test,18,1,0.832083522122651,6115557747390750843
order,303,test,19,1,0.6058008850838789,3328565997156556835
order,303,test,20,1,0.6643032369789553,2232308279126588672
order,303,test,21,0,0.7777536470702908,5638330723249067669
order,303,test,22,0,0.6089544328113807,6225094385863397508
order,303,test,23,0,0.6320907268211994,2054698917265496668
order,303,test,24,1,0.69982260502138,3535521999270491741
order,303,test,25,1,0.8762211388315205,7328812908369099177
order,303,test,26,0,0.5502439996665325,6357165996120594552
order,303,test,27,1,0.7804259486084612,6987870173342114825
order,303,test,28,0,0.888589906891676,3846903042848667630
order,303,test,29,1,0.6710534587060348,4536179568940499125
order,303,test,30,0,0.7881300482835016,4424299344937253327
order,303,test,31,1,0.8831586972419918,210127102747056701
order,303,test,32,0,0.9378693996644076,6308617295011839473
order,303,test,33,0,0.8415782928402067,7842093888705579552
order,303,test,34,0,0.6893591699816375,5093092755760449400
order,303,test,35,0,0.9325229458620717,1950344979667296699
order,303,test,36,0,0.8146032526371348,494844636737210532
order,303,test,37,1,0.7659005761507434,8675476952090779779
order,303,test,38,0,0.782021916714223,119364308804475386
order,303,test,39,1,0.8911217147669828,6442613179760573646
order,303,test,40,1,0.6519261034146141,7947511494145037011
order,303,test,41,0,0.7108730667812164,6345315187508669257
order,303,test,42,0,0.8549758070867146,8619846354332147391
order,303,test,43,1,0.8984169382127687,5721471982048788913
order,303,test,44,1,0.8666279395803879,6289329624747668575
order,303,test,45,1,0.9229898196988726,7275063048182537536
order,303,test,46,1,0.8652524322907298,1302457628081068187
order,303,test,47,0,0.5834737475331608,377434803396170263
order,303,test,48,1,0.623471625769965,7618915729195919399
order,303,test,49,1,0.671940647869005,4112996470495500445
order,303,test,50,0,0.7018612276902447,8094315373022889059
order,303,test,51,1,0.714197083678249,8393558451005515676
order,303,test,52,1,0.6639372220187253,6877735924125937628
order,303,test,53,0,0.6377291509544272,1851858218119557964
order,303,test,54,0,0.7062291796202206,5128889941908426394
order,303,test,55,0,0.8084510070004796,617646958726633506
order,303,test,56,1,0.6686708281874383,8437133341781071926
order,303,test,57,0,0.9239533371468356,3961213591824077125
order,303,test,58,0,0.6079683183819359,3268733421083489918
order,303,test,59,0,0.9200404240018427,8962769359848687590
